Index,Defense Against the Dark Arts,Herbology,Potions,Charms,Flying,Best Hand,Age,House_Gryffindor,House_Hufflepuff,House_Ravenclaw,House_Slytherin
0,1.0074940883983075,0.8799672194195197,-0.6981604925765725,1.199740092049376,-0.49927939704069524,0.0,-0.6487303484365741,0.0,0.0,1.0,0.0
1,1.1305963920836324,-1.364816137182499,0.4075920635681983,-1.0045286108137337,-1.386459488962882,1.0,-0.3274027883635692,0.0,0.0,0.0,1.0
2,0.7738326469818995,1.2627971674752447,0.8807279719678334,1.8194526482266187,0.08810843877331265,0.0,-0.36565606932464134,0.0,0.0,1.0,0.0
3,-1.2668333632850284,-1.462499170871847,-1.6472717459088047,-1.5345593906457746,1.8327456297043965,0.0,-0.920328643260185,1.0,0.0,0.0,0.0
4,-0.7662333936706506,-1.7160937454631073,-0.5316770673451904,-1.482329333424577,1.3955101546420063,0.0,0.40323487799290564,1.0,0.0,0.0,0.0
5,1.2488114502522123,-1.0393937818972114,1.8471759102249512,-0.5226683924071157,-0.5792239986695429,1.0,0.04174137291077537,0.0,0.0,0.0,1.0
6,-1.1331378622398829,-1.1491510981266086,-1.383570959790137,-1.6468429299177783,2.457030973962488,0.0,-1.0006605332784364,1.0,0.0,0.0,0.0
7,-0.7175819334329793,0.9191829718814105,0.1943465827137849,-0.07811665692448289,0.5168369882777613,1.0,1.256283043424811,0.0,1.0,0.0,0.0
8,-0.8805987024067462,-1.21696907916277,-1.5626683127630763,-1.014914372110347,2.2782830441667055,0.0,0.26743573058110015,1.0,0.0,0.0,0.0
9,-0.9396780593268409,1.3005829520850485,-1.248593516978437,-0.139543387623083,-0.22459794529029548,1.0,-1.7236475434426968,0.0,1.0,0.0,0.0
10,-1.0888031978199735,0.8334045861479543,1.0612489818470106,0.0745822266576321,0.43853227591309507,1.0,0.64996854019182,0.0,1.0,0.0,0.0
11,-0.769651220220212,0.8020417312017503,0.12885723408654298,-0.17798639219483886,-0.011924806341758333,0.0,-1.2665208359578866,0.0,1.0,0.0,0.0
12,-1.2886089136606158,0.10930238864733997,0.6830515962796472,-0.07455962462400752,-0.14619073984661793,1.0,-0.6162150596196629,0.0,1.0,0.0,0.0
13,1.1155027558843091,-1.6180277741387787,1.5906161711806086,-0.8841317639263737,-1.0479248489884154,0.0,1.5068420337198325,0.0,0.0,0.0,1.0
